order_id,customer_id,product_id,date,quantity,unit_price,total_price
1,1027,4,2023-04-13,1,186.56,186.56
2,1078,14,2023-12-15,1,408.44,408.44
3,1005,10,2023-09-28,1,309.67,309.67
4,1060,3,2023-04-17,1,391.76,391.76
5,1019,3,2023-03-13,3,362.33,1086.99
6,1077,15,2023-07-08,1,253.42,253.42
7,1001,6,2023-01-21,1,30.2,30.2
8,1072,17,2023-04-13,1,296.29,296.29
9,1036,12,2023-05-02,2,33.8,67.6
10,1019,20,2023-08-03,1,305.83,305.83
11,1025,11,2023-11-27,2,402.2,804.4
12,1028,4,2023-03-29,1,296.65,296.65
13,1000,6,2023-04-10,1,498.54,498.54
14,1034,1,2023-12-26,4,233.37,933.48
15,1069,20,2023-06-01,2,376.93,753.86
16,1058,16,2023-05-11,1,336.93,336.93
17,1068,15,2023-05-30,1,495.8,495.8
18,1032,17,2023-11-05,2,359.48,718.96
19,1050,8,2023-09-15,4,90.38,361.52
20,1077,12,2023-12-10,1,478.2,478.2
21,1011,10,2023-10-21,1,337.21,337.21
22,1019,15,2023-07-11,3,39.08,117.24
23,1052,9,2023-10-04,1,332.21,332.21
24,1087,2,2023-06-10,5,442.73,2213.65
25,1042,5,2023-11-10,2,292.75,585.5
26,1097,6,2023-01-22,6,183.47,1100.82
27,1088,7,2023-09-10,1,412.25,412.25
28,1049,1,2023-08-24,2,393.43,786.86
29,1028,7,2023-12-11,1,276.65,276.65
30,1056,20,2023-02-18,2,85.64,171.28
31,1038,12,2023-02-28,1,132.98,132.98
32,1094,16,2023-06-19,2,371.86,743.72
33,1055,16,2023-07-07,2,404.98,809.96
34,1042,11,2023-09-28,1,146.84,146.84
35,1049,4,2023-07-09,3,190.31,570.93
36,1022,13,2023-06-24,1,48.04,48.04
37,1043,7,2023-02-20,1,359.6,359.6
38,1037,4,2023-12-30,1,11.75,11.75
39,1083,15,2023-02-24,1,32.81,32.81
40,1022,19,2023-09-01,2,12.13,24.26
41,1044,9,2023-11-16,3,326.21,978.63
42,1051,11,2023-05-11,5,214.52,1072.6
43,1079,8,2023-11-03,1,155.8,155.8
44,1049,1,2023-05-15,2,457.22,914.44
45,1007,8,2023-01-21,3,104.47,313.41
46,1084,13,2023-11-25,3,200.79,602.37
47,1000,4,2023-06-16,3,470.75,1412.25
48,1007,8,2023-10-01,1,219.28,219.28
49,1028,3,2023-03-30,3,281.8,845.4
50,1095,9,2023-11-12,3,49.37,148.11
51,1004,2,2023-01-14,2,397.18,794.36
52,1085,2,2023-08-30,4,217.15,868.6
53,1046,13,2023-09-22,2,402.25,804.5
54,1033,15,2023-12-12,1,134.36,134.36
55,1064,12,2023-02-22,1,217.01,217.01
56,1054,4,2023-12-06,2,395.41,790.82
57,1089,8,2023-04-02,1,487.2,487.2
58,1042,9,2023-09-21,3,39.22,117.66
59,1073,5,2023-02-04,1,408.1,408.1
60,1029,20,2023-07-25,1,157.34,157.34
61,1081,18,2023-03-22,2,279.86,559.72
62,1016,11,2023-02-19,1,152.15,152.15
63,1025,15,2023-12-26,1,310.59,310.59
64,1007,9,2023-01-02,1,183.36,183.36
65,1046,17,2023-02-23,2,173.47,346.94
66,1075,12,2023-04-16,1,28.59,28.59
67,1090,7,2023-09-17,1,82.01,82.01
68,1071,10,2023-11-06,1,459.37,459.37
69,1088,10,2023-07-10,1,499.16,499.16
70,1045,13,2023-08-06,2,392.46,784.92
71,1067,19,2023-02-13,2,150.54,301.08
72,1032,11,2023-06-11,1,207.2,207.2
73,1000,13,2023-07-21,2,372.36,744.72
74,1018,8,2023-09-27,3,484.57,1453.71
75,1030,8,2023-12-17,1,233.18,233.18
76,1079,4,2023-10-31,2,416.47,832.94
77,1013,15,2023-09-28,3,487.78,1463.34
78,1052,11,2023-08-03,2,438.0,876.0
79,1047,11,2023-09-09,3,121.3,363.9
80,1068,1,2023-07-09,2,13.94,27.88
81,1089,17,2023-10-23,2,251.12,502.24
82,1061,15,2023-08-01,1,270.37,270.37
83,1091,20,2023-07-27,6,108.61,651.66
84,1065,6,2023-08-25,2,149.49,298.98
85,1063,15,2023-12-04,2,384.93,769.86
86,1069,9,2023-02-22,1,240.47,240.47
87,1062,14,2023-10-07,1,165.5,165.5
88,1072,18,2023-08-05,1,315.09,315.09
