order_id,customer_id,product_id,date,quantity,unit_price,total_price
10001,1035,11,2023-06-08,4,270.88,1083.52
10002,1029,3,2023-02-21,3,399.65,1198.95
10003,1089,1,2023-09-17,1,56.85,56.85
10004,1011,4,2023-04-28,2,287.06,574.12
10005,1074,2,2023-02-15,1,231.78,231.78
10006,1028,16,2023-06-06,2,187.82,375.64
10007,1002,19,2023-07-12,3,50.22,150.66
10008,1061,16,2023-04-06,1,441.03,441.03
10009,1010,12,2023-09-14,1,383.98,383.98
10010,1072,8,2023-11-20,1,461.24,461.24
10011,1089,4,2023-07-06,4,92.15,368.6
10012,1058,16,2023-08-20,2,290.5,581.0
10013,1071,9,2023-09-11,2,19.45,38.9
10014,1084,15,2023-03-19,4,97.07,388.28
10015,1071,12,2023-06-29,5,396.64,1983.2
10016,1041,17,2023-09-05,5,150.6,753.0
10017,1005,15,2023-11-30,1,106.65,106.65
10018,1054,4,2023-09-03,3,275.7,827.1
10019,1081,8,2023-05-10,2,331.18,662.36
10020,1005,3,2023-01-21,1,309.07,309.07
10021,1020,7,2023-10-12,1,58.58,58.58
10022,1043,7,2023-03-17,3,465.9,1397.7
10023,1047,15,2023-12-04,1,96.83,96.83
10024,1086,20,2023-06-09,3,463.44,1390.32
10025,1035,17,2023-06-18,1,247.03,247.03
10026,1081,10,2023-10-05,3,60.45,181.35
10027,1090,16,2023-05-20,2,82.82,165.64
10028,1044,16,2023-11-09,4,221.1,884.4
10029,1002,15,2023-01-08,2,499.04,998.08
10030,1058,12,2023-06-05,1,444.07,444.07
10031,1011,7,2023-11-09,1,490.31,490.31
10032,1083,3,2023-06-30,3,232.87,698.61
10033,1018,2,2023-08-02,2,343.08,686.16
10034,1022,4,2023-07-23,1,264.41,264.41
10035,1004,8,2023-08-29,1,24.49,24.49
10036,1050,10,2023-01-17,4,79.5,318.0
10037,1018,12,2023-10-04,1,149.82,149.82
10038,1011,12,2023-02-20,2,163.43,326.86
10039,1091,9,2023-07-31,3,350.48,1051.44
10040,1056,11,2023-02-23,3,363.18,1089.54
10041,1036,13,2023-11-12,3,230.75,692.25
10042,1033,1,2023-02-13,1,195.71,195.71
10043,1079,3,2023-11-29,1,96.77,96.77
10044,1062,11,2023-08-21,1,30.06,30.06
10045,1003,15,2023-01-29,5,296.82,1484.1
10046,1053,7,2023-06-20,4,180.53,722.12
10047,1053,16,2023-03-02,3,243.6,730.8
10048,1005,6,2023-03-02,4,451.41,1805.64
10049,1006,20,2023-11-24,1,337.17,337.17
10050,1033,10,2023-01-20,1,391.6,391.6
10051,1067,4,2023-02-25,3,98.15,294.45
10052,1014,6,2023-06-25,4,10.77,43.08
10053,1012,12,2023-11-26,4,76.3,305.2
10054,1072,3,2023-09-06,3,386.36,1159.08
10055,1036,12,2023-07-23,4,227.48,909.92
10056,1080,16,2023-07-03,2,114.82,229.64
10057,1037,12,2023-02-15,1,481.32,481.32
10058,1077,15,2023-02-14,1,248.49,248.49
10059,1030,18,2023-02-11,3,190.78,572.34
10060,1065,16,2023-01-08,1,488.8,488.8
10061,1082,6,2023-12-06,1,75.46,75.46
10062,1082,17,2023-01-14,3,303.78,911.34
10063,1059,3,2023-08-17,3,377.02,1131.06
10064,1012,18,2023-10-09,2,470.97,941.94
10065,1020,11,2023-04-12,2,418.66,837.32
10066,1094,17,2023-10-24,2,151.81,303.62
10067,1043,6,2023-08-25,1,137.6,137.6
10068,1027,18,2023-01-29,4,57.86,231.44
10069,1056,5,2023-07-10,3,92.04,276.12
10070,1000,16,2023-09-26,1,367.74,367.74
10071,1098,20,2023-12-20,3,151.73,455.19
10072,1009,10,2023-10-30,1,226.52,226.52
10073,1007,16,2023-08-04,1,348.26,348.26
10074,1076,3,2023-09-05,1,335.83,335.83
10075,1062,10,2023-10-04,1,398.65,398.65
10076,1082,18,2023-12-17,3,38.57,115.71
10077,1066,16,2023-01-12,4,290.34,1161.36
10078,1066,17,2023-04-16,3,447.17,1341.51
10079,1026,17,2023-01-24,1,192.83,192.83
10080,1017,10,2023-10-04,2,103.83,207.66
10081,1034,5,2023-01-04,2,43.72,87.44
10082,1043,4,2023-10-08,1,470.49,470.49
10083,1097,15,2023-01-08,2,11.86,23.72
10084,1093,16,2023-06-13,1,398.08,398.08
10085,1007,18,2023-10-17,5,139.59,697.95
10086,1084,19,2023-04-24,3,128.8,386.4
10087,1045,10,2023-02-19,1,87.19,87.19
10088,1082,11,2023-08-26,1,104.95,104.95
10089,1042,9,2023-12-13,5,261.89,1309.45
10090,1045,5,2023-10-11,1,438.99,438.99
10091,1039,6,2023-03-03,2,190.08,380.16
10092,1093,3,2023-12-15,3,375.33,1125.99
10093,1055,13,2023-05-07,1,130.86,130.86
10094,1026,6,2023-08-09,3,453.02,1359.06
