order_id,customer_id,product_id,date,quantity,unit_price,total_price
4001,1064,18,2023-09-01,1,497.93,497.93
4002,1067,20,2023-12-01,1,186.0,186.0
4003,1002,3,2023-01-23,2,240.71,481.42
4004,1071,15,2023-12-27,1,379.83,379.83
4005,1004,5,2023-09-28,3,155.78,467.34
4006,1008,10,2023-05-20,1,108.8,108.8
4007,1000,7,2023-03-23,1,72.45,72.45
4008,1029,8,2023-12-10,3,268.73,806.19
4009,1070,3,2023-06-05,1,12.69,12.69
4010,1085,18,2023-12-01,3,357.67,1073.01
4011,1019,17,2023-01-19,2,236.08,472.16
4012,1092,16,2023-03-10,3,270.59,811.77
4013,1026,13,2023-05-12,4,138.97,555.88
4014,1088,4,2023-09-13,1,97.34,97.34
4015,1098,3,2023-07-28,1,352.99,352.99
4016,1090,11,2023-01-10,1,113.03,113.03
4017,1062,2,2023-05-20,5,392.24,1961.2
4018,1074,18,2023-05-15,3,109.8,329.4
4019,1080,4,2023-09-12,1,310.21,310.21
4020,1030,17,2023-10-27,2,325.5,651.0
4021,1081,6,2023-09-15,4,257.77,1031.08
4022,1018,10,2023-04-04,2,498.43,996.86
4023,1092,11,2023-08-29,1,194.16,194.16
4024,1078,5,2023-08-25,2,442.83,885.66
4025,1061,18,2023-06-14,3,92.92,278.76
4026,1006,10,2023-11-21,1,175.23,175.23
4027,1036,9,2023-05-28,3,81.23,243.69
4028,1070,16,2023-08-06,1,305.78,305.78
4029,1085,10,2023-04-18,3,322.75,968.25
4030,1075,10,2023-08-19,1,232.22,232.22
4031,1007,4,2023-03-11,1,362.88,362.88
4032,1056,14,2023-08-09,2,435.15,870.3
4033,1081,8,2023-03-15,2,390.51,781.02
4034,1027,1,2023-06-28,4,128.41,513.64
4035,1081,16,2023-03-21,3,167.0,501.0
4036,1094,17,2023-12-20,2,196.34,392.68
4037,1016,10,2023-06-08,2,109.85,219.7
4038,1086,6,2023-12-22,1,187.01,187.01
4039,1010,7,2023-06-18,1,126.64,126.64
4040,1014,18,2023-11-10,2,497.91,995.82
4041,1029,2,2023-06-10,2,393.79,787.58
4042,1094,9,2023-02-01,1,431.41,431.41
4043,1005,5,2023-05-01,4,461.85,1847.4
4044,1011,8,2023-08-03,1,335.85,335.85
4045,1086,5,2023-01-03,4,96.23,384.92
4046,1060,15,2023-08-16,1,381.68,381.68
4047,1035,8,2023-02-17,2,17.65,35.3
4048,1034,5,2023-06-16,1,65.48,65.48
4049,1066,5,2023-11-29,1,24.5,24.5
4050,1091,20,2023-01-11,1,76.37,76.37
4051,1078,17,2023-08-26,4,378.48,1513.92
4052,1076,9,2023-10-05,2,443.89,887.78
4053,1062,2,2023-08-29,1,146.63,146.63
4054,1082,1,2023-07-11,1,68.37,68.37
4055,1039,11,2023-01-12,2,143.75,287.5
4056,1081,15,2023-02-22,4,327.09,1308.36
4057,1030,1,2023-02-24,1,181.6,181.6
4058,1036,7,2023-11-05,1,480.96,480.96
4059,1084,19,2023-01-21,1,74.18,74.18
4060,1004,15,2023-01-19,2,495.27,990.54
4061,1080,6,2023-12-10,2,16.1,32.2
4062,1082,20,2023-12-16,1,231.33,231.33
4063,1003,10,2023-11-18,1,133.39,133.39
4064,1025,12,2023-11-11,6,287.48,1724.88
4065,1023,13,2023-02-28,1,57.31,57.31
4066,1038,15,2023-05-31,1,439.15,439.15
4067,1055,19,2023-09-16,3,76.9,230.7
4068,1053,17,2023-02-27,1,297.82,297.82
4069,1037,13,2023-08-04,1,26.34,26.34
4070,1053,2,2023-03-03,1,162.39,162.39
4071,1018,18,2023-05-26,4,83.36,333.44
4072,1093,11,2023-08-27,1,489.14,489.14
4073,1025,5,2023-10-20,1,15.89,15.89
4074,1051,4,2023-07-01,3,182.67,548.01
4075,1074,2,2023-04-05,1,158.36,158.36
4076,1060,16,2023-03-19,5,332.11,1660.55
4077,1066,7,2023-05-22,1,37.63,37.63
4078,1021,8,2023-04-15,4,407.2,1628.8
4079,1016,8,2023-09-18,2,238.6,477.2
4080,1010,2,2023-04-05,3,231.86,695.58
4081,1038,15,2023-08-11,3,121.13,363.39
4082,1060,5,2023-07-09,3,250.12,750.36
4083,1090,19,2023-05-09,1,188.31,188.31
4084,1048,10,2023-11-15,1,130.12,130.12
4085,1092,9,2023-07-14,1,92.65,92.65
4086,1060,20,2023-01-20,2,366.88,733.76
4087,1011,8,2023-10-26,3,79.6,238.8
4088,1012,5,2023-08-28,1,92.31,92.31
4089,1057,19,2023-08-23,1,292.76,292.76
4090,1010,13,2023-03-26,3,120.78,362.34
4091,1063,14,2023-04-04,3,235.09,705.27
4092,1030,8,2023-02-11,3,280.93,842.79
4093,1010,16,2023-12-30,1,144.47,144.47
4094,1042,5,2023-12-16,4,178.34,713.36
4095,1035,1,2023-03-15,1,113.0,113.0
4096,1001,19,2023-12-31,2,235.61,471.22
4097,1086,19,2023-04-25,5,496.28,2481.4
4098,1060,17,2023-07-09,1,187.73,187.73
4099,1035,10,2023-05-05,3,330.13,990.39
4100,1077,5,2023-01-06,2,321.59,643.18
4101,1048,7,2023-02-11,4,395.38,1581.52
4102,1026,16,2023-02-27,3,358.84,1076.52
4103,1011,3,2023-01-10,2,15.77,31.54
4104,1057,12,2023-03-30,1,161.52,161.52
4105,1092,14,2023-11-30,3,436.41,1309.23
4106,1005,20,2023-04-21,1,274.38,274.38
4107,1043,1,2023-02-08,1,61.07,61.07
4108,1046,7,2023-06-16,4,145.31,581.24
4109,1022,18,2023-01-11,2,148.86,297.72
4110,1073,4,2023-04-20,3,437.86,1313.58
4111,1097,16,2023-01-16,1,281.17,281.17
4112,1075,11,2023-02-02,3,308.08,924.24
4113,1095,18,2023-08-21,1,189.86,189.86
4114,1025,16,2023-07-07,3,39.55,118.65
4115,1006,7,2023-08-12,3,46.87,140.61
4116,1031,3,2023-02-28,3,215.99,647.97
4117,1032,5,2023-02-20,6,96.97,581.82
4118,1081,18,2023-09-28,2,61.09,122.18
4119,1098,17,2023-02-12,5,138.5,692.5
4120,1019,1,2023-01-27,4,373.6,1494.4
4121,1094,16,2023-02-25,2,45.78,91.56
4122,1068,15,2023-05-01,3,229.63,688.89
4123,1095,13,2023-04-23,3,414.78,1244.34
4124,1051,7,2023-11-12,2,141.28,282.56
4125,1041,3,2023-04-25,2,157.92,315.84
4126,1082,13,2023-04-19,1,443.26,443.26
4127,1000,16,2023-06-24,1,328.5,328.5
4128,1062,1,2023-04-22,2,400.88,801.76
4129,1006,1,2023-04-10,1,151.71,151.71
4130,1057,16,2023-01-08,3,498.42,1495.26
4131,1085,2,2023-05-15,1,79.04,79.04
4132,1049,18,2023-09-08,1,481.35,481.35
4133,1033,18,2023-12-03,2,452.03,904.06
4134,1050,5,2023-08-28,3,280.43,841.29
4135,1009,5,2023-08-10,1,296.8,296.8
4136,1025,8,2023-05-25,1,389.77,389.77
4137,1031,9,2023-01-04,3,160.32,480.96
4138,1041,14,2023-10-09,1,268.46,268.46
4139,1090,13,2023-11-30,2,452.16,904.32
4140,1061,18,2023-11-24,2,43.44,86.88
4141,1011,4,2023-07-16,1,453.71,453.71
4142,1039,18,2023-05-08,2,367.1,734.2
4143,1086,20,2023-09-18,2,387.22,774.44
4144,1077,15,2023-04-01,3,41.71,125.13
4145,1033,7,2023-11-21,4,102.0,408.0
4146,1080,13,2023-09-16,1,463.38,463.38
4147,1069,2,2023-04-04,1,70.79,70.79
4148,1026,9,2023-09-14,2,319.28,638.56
4149,1007,5,2023-05-16,1,393.52,393.52
4150,1096,1,2023-01-13,2,123.33,246.66
4151,1098,19,2023-07-17,1,352.41,352.41
4152,1046,20,2023-06-27,1,42.13,42.13
4153,1080,19,2023-04-22,2,254.4,508.8
4154,1025,13,2023-09-21,4,173.87,695.48
4155,1056,6,2023-03-20,2,326.41,652.82
4156,1006,10,2023-09-13,1,445.61,445.61
4157,1087,11,2023-03-15,1,71.49,71.49
4158,1088,16,2023-06-10,1,230.65,230.65
4159,1098,1,2023-07-20,1,217.36,217.36
4160,1025,19,2023-11-04,3,168.66,505.98
4161,1058,5,2023-02-02,2,245.28,490.56
4162,1068,6,2023-03-14,3,441.56,1324.68
4163,1046,6,2023-12-18,1,487.09,487.09
4164,1034,5,2023-10-20,2,11.39,22.78
4165,1029,6,2023-07-17,1,372.13,372.13
4166,1049,13,2023-11-21,2,311.39,622.78
4167,1088,1,2023-11-12,4,497.31,1989.24
4168,1023,1,2023-08-28,4,54.07,216.28
4169,1029,14,2023-03-15,3,407.56,1222.68
4170,1083,8,2023-01-31,5,467.62,2338.1
4171,1053,9,2023-01-14,1,456.94,456.94
4172,1066,10,2023-07-24,2,284.68,569.36
4173,1031,6,2023-11-12,1,170.5,170.5
4174,1007,9,2023-03-09,1,323.55,323.55
4175,1049,18,2023-05-08,1,159.98,159.98
4176,1046,15,2023-01-26,2,212.01,424.02
4177,1086,4,2023-07-03,1,228.41,228.41
4178,1045,2,2023-05-17,2,157.96,315.92
4179,1079,6,2023-10-18,4,177.5,710.0
4180,1034,17,2023-04-16,5,13.58,67.9
4181,1060,7,2023-01-24,2,155.57,311.14
4182,1088,20,2023-12-05,1,241.43,241.43
4183,1078,15,2023-07-13,4,94.77,379.08
4184,1050,2,2023-06-18,3,404.74,1214.22
4185,1062,12,2023-02-05,1,273.44,273.44
4186,1007,10,2023-04-11,2,399.0,798.0
4187,1033,17,2023-02-03,2,72.77,145.54
4188,1024,18,2023-02-08,3,412.05,1236.15
4189,1043,16,2023-07-30,3,479.55,1438.65
4190,1082,10,2023-08-18,4,182.7,730.8
4191,1042,8,2023-10-06,2,149.14,298.28
4192,1049,13,2023-03-21,2,326.95,653.9
4193,1012,16,2023-08-26,7,321.6,2251.2
4194,1045,8,2023-06-21,1,65.11,65.11
4195,1075,12,2023-11-22,5,464.11,2320.55
4196,1078,17,2023-02-28,1,244.74,244.74
4197,1086,16,2023-01-22,3,384.56,1153.68
4198,1052,9,2023-12-31,1,186.07,186.07
4199,1062,19,2023-12-10,1,138.15,138.15
4200,1001,17,2023-08-26,1,64.52,64.52
4201,1039,8,2023-10-23,5,144.51,722.55
4202,1022,12,2023-12-07,2,496.78,993.56
4203,1058,9,2023-04-04,1,332.4,332.4
4204,1068,6,2023-09-01,1,403.36,403.36
4205,1033,10,2023-01-11,2,479.67,959.34
4206,1073,9,2023-04-27,1,48.71,48.71
4207,1026,4,2023-09-22,2,90.7,181.4
4208,1054,11,2023-01-12,1,464.7,464.7
4209,1003,6,2023-06-03,4,286.63,1146.52
4210,1067,18,2023-02-07,2,321.08,642.16
4211,1071,4,2023-05-11,3,219.54,658.62
4212,1069,12,2023-08-13,1,409.07,409.07
4213,1088,9,2023-05-23,1,263.45,263.45
4214,1026,15,2023-02-23,3,414.8,1244.4
4215,1046,9,2023-01-24,2,496.17,992.34
4216,1039,6,2023-05-01,1,326.9,326.9
4217,1083,11,2023-04-29,2,269.12,538.24
